date,day_index,reservoir_level_m,temperature_c,is_anomaly,piezometer_P1_m,piezometer_P2_m,piezometer_P3_m,piezometer_P4_m,piezometer_P5_m,piezometer_P6_m,piezometer_P7_m,piezometer_P8_m,displacement_D1_mm,displacement_D2_mm,displacement_D3_mm
2022-10-06,1374,20.651,14.9,0,17.775,13.691,10.815,7.981,6.003,4.278,1.989,0.41,0.107,0.0278,0.064
2022-10-07,1375,20.588,13.63,0,17.472,14.153,10.546,8.223,6.133,4.063,2.004,0.216,-0.1006,0.0228,0.0334
2022-10-08,1376,21.93,11.43,0,18.812,14.683,11.727,8.772,6.749,4.617,2.439,0.258,-0.4189,-0.1079,-0.0047
2022-10-09,1377,22.337,12.53,0,19.595,15.056,11.832,9.079,6.66,4.637,2.575,0.715,-0.2714,-0.0801,0.0164
2022-10-10,1378,21.014,12.09,0,18.105,14.355,11.143,8.348,6.308,4.237,2.092,0.748,-0.3739,-0.0782,-0.0578
2022-10-11,1379,20.779,11.63,0,18.022,14.113,11.079,8.481,5.857,4.276,2.044,0.242,-0.6163,-0.0085,-0.0304
2022-10-12,1380,21.112,12.93,0,18.035,14.354,11.08,8.396,6.72,3.902,2.102,0.841,-0.2915,0.0209,-0.0923
2022-10-13,1381,21.514,11.54,0,18.587,14.611,11.521,8.459,6.441,4.212,1.801,0.728,-0.4972,-0.1178,0.0792
2022-10-14,1382,21.57,14.66,0,17.964,14.798,11.215,8.443,6.713,4.357,2.317,0.434,0.0803,-0.0879,-0.0376
2022-10-15,1383,21.23,12.51,0,17.923,14.44,11.156,8.71,6.364,4.669,1.896,0.621,-0.3393,-0.0476,0.0332
2022-10-16,1384,21.646,12.67,0,18.561,14.694,11.347,8.677,6.499,4.235,2.61,0.621,-0.3453,-0.0264,-0.0307
2022-10-17,1385,21.179,12.41,0,18.045,14.285,11.049,8.724,6.489,4.03,1.981,0.757,-0.3856,-0.0764,-0.032
2022-10-18,1386,20.889,11.41,0,17.701,14.256,11.164,8.696,6.256,4.34,2.15,0.581,-0.3951,-0.0839,-0.0493
2022-10-19,1387,21.259,11.78,0,18.461,14.326,11.512,8.496,6.547,4.498,1.913,0.798,-0.3555,-0.0619,-0.0561
2022-10-20,1388,21.495,11.76,0,17.937,14.557,11.21,8.604,6.299,3.87,2.162,0.456,-0.4546,-0.0935,-0.0962
2022-10-21,1389,21.049,11.74,0,17.746,14.416,11.293,8.458,6.332,4.226,2.128,0.32,-0.4734,-0.0062,-0.0549
2022-10-22,1390,21.858,10.22,0,18.891,14.471,11.766,8.918,6.616,4.431,2.27,0.858,-0.6164,-0.2132,-0.0634
2022-10-23,1391,22.073,10.65,0,19.116,14.977,11.696,8.929,6.966,4.838,2.181,0.784,-0.5819,-0.1054,-0.0313
2022-10-24,1392,20.579,12.55,0,17.648,14.012,10.932,8.258,6.62,4.25,2.015,0.058,-0.303,-0.066,0.0536
2022-10-25,1393,21.21,13.15,0,18.044,14.487,11.386,8.58,6.226,4.294,2.279,0.869,-0.2569,-0.0861,-0.0322
2022-10-26,1394,20.21,9.05,0,17.042,13.79,10.379,8.094,5.783,3.971,2.177,0.687,-0.7845,-0.2147,-0.1351
2022-10-27,1395,21.334,10.95,0,17.983,14.688,11.622,8.441,6.519,4.347,2.0,0.935,-0.5627,-0.1411,0.0141
2022-10-28,1396,21.756,9.24,0,18.471,14.986,11.224,8.867,6.536,4.091,2.617,0.685,-0.9004,-0.2918,-0.1252
2022-10-29,1397,21.744,5.18,0,18.52,14.823,11.668,9.008,6.831,4.068,2.489,0.634,-1.3477,-0.4581,-0.1719
2022-10-30,1398,19.971,9.75,0,16.85,13.526,10.838,8.313,5.773,3.917,1.566,0.427,-0.7944,-0.3002,-0.0706
2022-10-31,1399,21.023,7.59,0,18.01,14.208,11.046,8.662,6.526,4.406,1.873,0.476,-1.02,-0.304,-0.2705
2022-11-01,1400,21.603,11.13,0,18.396,14.812,11.575,8.634,6.685,4.83,1.96,0.476,-0.5307,-0.1086,-0.0656
2022-11-02,1401,20.834,5.41,0,17.817,14.0,10.9,8.059,6.282,4.101,2.469,0.778,-1.3289,-0.4679,-0.1162
2022-11-03,1402,21.831,6.7,0,18.574,14.824,11.583,9.023,6.516,4.33,2.685,0.512,-1.2522,-0.2751,-0.076
2022-11-04,1403,21.718,7.71,0,18.619,14.764,11.679,8.638,6.642,4.552,2.271,0.496,-1.0455,-0.2854,-0.101
2022-11-05,1404,21.622,7.0,0,18.253,14.903,11.769,8.631,6.627,4.464,2.181,0.421,-1.1073,-0.3313,-0.0597
2022-11-06,1405,21.334,8.27,0,18.51,14.346,11.693,9.007,6.391,4.169,2.098,0.465,-0.9834,-0.2933,-0.0356
2022-11-07,1406,22.735,7.39,0,19.654,15.239,12.201,8.973,7.047,4.755,2.907,0.392,-1.0787,-0.2832,-0.0602
2022-11-08,1407,22.336,8.61,0,19.354,15.627,12.123,9.329,6.953,4.211,2.624,1.268,-0.9152,-0.3381,-0.0617
2022-11-09,1408,22.154,6.23,0,19.042,14.722,11.761,9.072,6.54,4.975,2.208,1.069,-1.309,-0.3447,-0.1653
2022-11-10,1409,22.186,4.02,0,19.077,15.493,11.766,9.114,6.941,4.899,2.337,0.792,-1.5907,-0.5265,-0.2106
2022-11-11,1410,22.47,7.06,0,19.239,15.179,11.954,9.061,6.926,4.549,2.253,0.705,-1.1371,-0.311,-0.096
2022-11-12,1411,21.638,5.56,0,18.716,14.552,11.68,8.706,6.414,4.85,2.311,0.556,-1.3707,-0.4374,-0.1776
2022-11-13,1412,21.747,6.82,0,18.726,14.683,11.909,9.028,6.331,4.332,2.621,0.618,-1.1341,-0.3826,-0.1069
2022-11-14,1413,22.373,6.36,0,19.065,15.496,11.721,9.377,6.853,4.536,2.612,0.602,-1.2157,-0.3774,-0.0687
2022-11-15,1414,21.603,4.17,0,18.491,14.986,11.91,9.271,6.744,4.796,2.188,0.608,-1.5927,-0.522,-0.138
2022-11-16,1415,22.603,5.82,0,19.436,15.308,12.034,9.248,6.916,4.993,2.545,0.521,-1.3822,-0.4278,-0.1121
2022-11-17,1416,23.472,6.1,0,20.241,15.914,12.985,9.79,7.378,4.941,2.398,1.354,-1.3363,-0.4043,-0.1203
2022-11-18,1417,22.789,7.46,0,19.66,15.803,12.054,9.577,7.174,4.864,2.696,0.584,-0.99,-0.3344,0.0206
2022-11-19,1418,21.923,4.41,0,19.048,15.12,11.819,9.082,6.94,4.813,2.683,0.874,-1.4663,-0.5085,-0.1947
2022-11-20,1419,23.619,5.66,0,20.237,16.112,12.236,9.465,7.286,5.14,2.72,1.022,-1.2692,-0.4092,-0.2012
2022-11-21,1420,23.257,2.68,0,19.943,15.733,12.091,9.651,6.894,4.745,2.52,0.706,-1.7861,-0.607,-0.2372
2022-11-22,1421,23.134,5.76,0,19.969,15.764,12.689,9.495,7.261,5.058,2.848,1.065,-1.2408,-0.4009,-0.1055
2022-11-23,1422,23.054,5.98,0,19.785,15.842,12.343,9.762,7.306,4.794,2.655,0.772,-1.3324,-0.357,-0.1063
2022-11-24,1423,23.666,5.6,0,20.154,16.412,12.894,9.623,7.363,4.557,2.969,0.839,-1.3661,-0.3614,-0.1251
2022-11-25,1424,22.983,5.61,0,19.722,15.745,12.402,9.249,7.01,4.779,2.859,1.157,-1.3376,-0.4053,-0.1601
2022-11-26,1425,22.448,4.55,0,19.411,15.35,12.099,9.185,6.829,4.704,2.395,0.476,-1.5318,-0.3803,-0.0014
2022-11-27,1426,23.837,5.66,0,20.464,16.369,12.729,9.713,7.084,5.487,2.755,0.79,-1.1958,-0.3651,-0.1085
2022-11-28,1427,23.935,4.34,0,20.843,16.854,12.844,9.874,7.485,4.98,2.659,0.782,-1.4878,-0.3864,-0.1045
2022-11-29,1428,24.559,4.02,0,21.292,17.298,13.348,10.42,7.493,5.347,2.776,0.903,-1.5182,-0.5108,-0.1227
2022-11-30,1429,23.309,3.71,0,20.386,15.985,13.088,9.649,7.578,5.234,2.753,1.036,-1.6595,-0.5274,-0.1415
2022-12-01,1430,24.213,4.78,0,20.871,17.06,13.073,10.064,7.932,5.113,3.125,1.128,-1.4554,-0.5171,-0.1973
2022-12-02,1431,24.295,4.44,0,20.596,16.41,12.987,10.18,7.66,5.112,2.861,0.742,-1.473,-0.3387,-0.1599
2022-12-03,1432,24.632,3.14,0,21.082,16.943,13.628,9.979,8.158,5.347,3.104,1.304,-1.7505,-0.4883,-0.2481
2022-12-04,1433,23.855,2.82,0,20.466,16.459,12.995,9.867,7.4,5.29,2.932,1.077,-1.6961,-0.592,-0.1691
2022-12-05,1434,25.102,3.92,0,21.898,17.557,13.584,10.421,8.227,5.518,2.835,1.296,-1.5352,-0.444,-0.2278
2022-12-06,1435,25.052,1.29,0,22.132,17.46,13.575,10.364,7.575,4.734,3.038,1.084,-1.9442,-0.5987,-0.2217
2022-12-07,1436,26.013,3.75,0,22.755,17.617,13.899,10.696,8.25,5.46,2.701,1.188,-1.598,-0.4454,-0.1203
2022-12-08,1437,26.042,5.51,0,22.874,17.923,14.149,11.166,8.344,5.906,3.069,1.18,-1.3193,-0.3807,0.0611
2022-12-09,1438,25.308,3.58,0,22.012,17.594,13.94,10.286,8.007,5.386,2.83,0.968,-1.6442,-0.403,-0.1059
2022-12-10,1439,25.35,5.59,0,22.124,17.661,13.775,10.423,8.101,5.207,3.144,1.204,-1.2825,-0.3371,-0.1083
2022-12-11,1440,25.941,0.85,0,22.537,17.965,14.488,11.017,7.874,5.605,2.79,1.133,-2.0406,-0.5689,-0.18
2022-12-12,1441,25.562,3.77,0,22.247,17.439,13.89,10.819,8.207,5.823,2.877,1.312,-1.6285,-0.4272,-0.1542
2022-12-13,1442,25.798,1.51,0,22.549,18.232,13.988,10.796,8.688,5.519,2.967,1.126,-1.9195,-0.568,-0.1275
2022-12-14,1443,25.961,3.87,0,22.693,18.182,14.213,10.604,7.936,5.736,3.312,0.847,-1.6232,-0.5209,-0.0626
2022-12-15,1444,26.733,3.82,0,23.073,18.449,14.399,11.239,8.542,6.058,3.367,1.379,-1.553,-0.431,-0.1358
2022-12-16,1445,26.919,5.44,0,23.481,18.805,15.158,11.345,8.198,6.271,3.217,0.891,-1.3646,-0.2879,-0.0312
2022-12-17,1446,26.814,4.81,0,23.086,18.688,14.652,11.318,8.76,6.042,3.282,0.928,-1.3215,-0.4163,-0.053
2022-12-18,1447,27.162,4.53,0,23.587,18.937,14.666,11.364,8.629,6.37,3.247,1.242,-1.418,-0.358,-0.0347
2022-12-19,1448,28.134,4.02,0,24.62,19.674,15.65,11.6,8.979,5.864,3.313,1.202,-1.5616,-0.4082,-0.1863
2022-12-20,1449,28.128,2.42,0,24.426,19.791,15.2,11.876,9.072,6.369,3.433,1.224,-1.7291,-0.4082,-0.0249
2022-12-21,1450,27.723,2.14,0,24.203,19.419,15.174,11.737,8.733,5.886,3.485,1.014,-1.7773,-0.5629,-0.1147
2022-12-22,1451,29.013,1.42,0,25.494,20.556,16.296,12.292,8.95,6.51,3.239,1.339,-1.8949,-0.5547,-0.1433
2022-12-23,1452,28.088,2.3,0,24.702,19.937,15.2,11.833,9.344,5.96,3.656,1.096,-1.7692,-0.5014,-0.0923
2022-12-24,1453,28.509,2.85,0,24.51,19.913,15.587,11.784,9.041,6.402,3.936,1.402,-1.7007,-0.5197,-0.1123
2022-12-25,1454,28.418,5.13,0,24.275,19.831,15.699,11.898,8.959,5.926,3.865,1.244,-1.3514,-0.3826,-0.0646
2022-12-26,1455,29.097,3.64,0,25.631,20.292,15.718,12.517,9.395,6.59,3.428,1.375,-1.5255,-0.4282,-0.093
2022-12-27,1456,29.68,1.57,0,26.084,20.633,16.365,12.362,9.164,6.551,3.721,1.647,-1.8818,-0.4982,-0.0595
2022-12-28,1457,28.528,2.44,0,25.049,20.168,15.493,12.057,8.853,6.415,3.65,1.327,-1.7286,-0.5505,0.0035
2022-12-29,1458,29.601,2.32,0,26.238,20.659,16.273,12.683,9.827,6.783,3.718,1.686,-1.7876,-0.4942,-0.1651
2022-12-30,1459,29.303,2.31,0,25.413,20.82,15.848,12.373,9.676,6.661,3.457,1.63,-1.7066,-0.5549,-0.0454
2022-12-31,1460,30.795,1.65,0,26.579,21.664,17.123,12.764,9.953,6.952,4.046,2.159,-1.8406,-0.4138,-0.1714
2023-01-01,1461,29.786,1.38,0,25.861,20.834,16.326,13.036,9.398,6.883,3.288,1.105,-2.0025,-0.5694,-0.2252
2023-01-02,1462,30.699,1.14,0,26.631,21.633,17.368,13.037,10.18,6.95,4.007,1.394,-1.9364,-0.5408,-0.233
2023-01-03,1463,30.402,2.49,0,26.86,21.45,16.677,12.887,9.635,6.838,4.073,1.64,-1.6829,-0.4579,-0.0987
2023-01-04,1464,30.558,2.47,0,26.465,21.5,16.931,13.195,9.782,6.696,4.105,1.699,-1.7418,-0.4054,-0.0584
2023-01-05,1465,31.014,3.6,0,26.923,21.449,16.993,13.25,10.365,6.554,3.926,1.69,-1.5968,-0.3951,-0.0882
2023-01-06,1466,31.854,2.04,0,28.084,22.41,17.2,13.771,10.529,7.194,4.102,1.527,-1.7649,-0.4696,-0.0834
2023-01-07,1467,31.306,4.65,0,27.518,21.682,17.262,13.242,10.547,6.722,3.713,1.312,-1.3989,-0.3503,-0.0156
2023-01-08,1468,30.631,1.54,0,26.522,21.691,16.924,12.79,9.59,7.031,3.576,1.61,-1.8559,-0.5741,-0.1085
2023-01-09,1469,31.561,5.23,0,27.687,21.97,17.057,13.323,10.137,7.272,3.849,1.638,-1.222,-0.2602,0.0042
2023-01-10,1470,31.458,2.01,0,27.7,22.152,17.11,13.724,10.713,7.225,4.329,1.357,-1.7507,-0.5414,-0.1034
2023-01-11,1471,32.009,4.19,0,28.204,22.537,17.887,13.866,10.532,7.35,3.976,1.429,-1.4698,-0.3055,-0.0344
2023-01-12,1472,31.513,4.11,0,27.545,22.46,17.367,13.05,10.384,7.334,3.952,1.814,-1.4347,-0.3314,-0.1075
2023-01-13,1473,32.069,2.68,0,28.24,22.907,17.682,13.659,10.67,7.559,4.254,1.607,-1.7213,-0.3735,-0.0958
2023-01-14,1474,32.492,6.93,0,28.945,23.003,18.124,14.068,10.839,7.367,4.261,1.831,-1.0508,-0.2632,0.0226
2023-01-15,1475,33.136,4.26,0,28.965,23.003,18.403,13.923,11.19,7.706,4.334,1.626,-1.4707,-0.4316,0.0187
2023-01-16,1476,33.478,1.43,0,29.475,23.724,18.229,14.299,11.354,7.814,4.407,1.932,-1.9592,-0.5306,-0.0216
2023-01-17,1477,32.68,2.03,0,28.998,22.878,18.37,13.802,10.772,7.432,3.896,1.719,-1.723,-0.4641,-0.0711
2023-01-18,1478,33.79,2.73,0,29.517,23.291,18.561,14.706,11.133,7.756,4.626,2.112,-1.6355,-0.4551,-0.0742
2023-01-19,1479,34.049,2.65,0,30.07,23.8,19.116,14.864,11.402,7.739,4.332,1.737,-1.6529,-0.4709,-0.103
2023-01-20,1480,35.022,2.77,0,30.391,24.772,19.284,14.886,11.64,8.272,4.264,1.489,-1.6116,-0.3888,-0.0648
2023-01-21,1481,34.399,2.74,0,30.578,24.248,18.785,15.043,11.56,8.003,4.365,1.941,-1.6171,-0.5132,-0.0261
2023-01-22,1482,33.763,1.86,0,29.373,23.638,18.675,14.561,10.867,8.241,4.447,1.656,-1.7888,-0.494,-0.0938
2023-01-23,1483,34.801,5.13,0,30.517,24.355,19.199,14.911,11.411,7.82,4.204,2.015,-1.3456,-0.2801,0.0314
2023-01-24,1484,34.278,3.95,0,30.182,24.153,18.884,14.69,11.493,7.938,4.126,1.926,-1.4387,-0.2917,0.0055
2023-01-25,1485,34.947,4.76,0,30.705,24.514,19.636,15.329,11.695,8.107,4.861,1.92,-1.3291,-0.3925,0.0272
2023-01-26,1486,35.803,2.42,0,31.476,25.214,19.696,15.281,11.694,8.099,4.332,1.922,-1.6229,-0.3579,-0.0871
2023-01-27,1487,35.689,5.76,0,31.568,25.116,20.08,15.212,11.747,8.452,4.924,1.981,-1.1439,-0.3157,0.0532
2023-01-28,1488,35.0,6.39,0,31.131,25.002,19.498,14.999,11.642,7.704,4.505,2.11,-1.097,-0.2732,0.0294
2023-01-29,1489,35.613,3.6,0,31.325,25.327,19.602,15.663,11.516,8.318,4.845,1.676,-1.475,-0.4624,0.0383
2023-01-30,1490,35.811,3.85,0,31.597,25.278,19.665,15.692,11.868,8.105,4.774,2.162,-1.4781,-0.3389,0.0078
2023-01-31,1491,35.974,4.0,0,32.073,25.68,20.249,15.389,12.056,8.53,5.117,2.058,-1.5143,-0.3137,0.0268
2023-02-01,1492,35.648,5.36,0,31.278,25.57,19.665,15.163,11.735,8.185,4.411,1.799,-1.1897,-0.2758,-0.0499
2023-02-02,1493,35.937,3.51,0,32.018,25.496,20.132,15.662,12.13,8.64,4.763,2.136,-1.4966,-0.4183,-0.0054
2023-02-03,1494,36.172,0.86,0,32.064,25.564,19.978,15.364,11.985,8.644,5.037,1.982,-1.9069,-0.5752,-0.0857
2023-02-04,1495,37.32,6.19,0,33.098,26.295,20.517,15.928,12.86,8.727,4.993,2.213,-1.1603,-0.1692,0.0284
2023-02-05,1496,36.136,6.34,0,31.668,25.452,19.826,15.437,12.075,8.522,4.778,1.961,-1.0415,-0.145,-0.0815
2023-02-06,1497,35.842,6.89,0,31.934,25.341,20.188,15.365,12.176,8.343,4.816,2.506,-1.0909,-0.1711,-0.0725
2023-02-07,1498,37.049,6.47,0,33.057,26.187,20.91,16.269,12.18,8.703,4.795,2.134,-1.1324,-0.1741,0.0844
2023-02-08,1499,37.77,8.3,0,33.218,26.803,20.813,16.219,12.476,8.858,5.189,2.353,-0.733,-0.0597,0.0963
2023-02-09,1500,37.003,5.76,0,32.695,26.065,20.357,16.189,12.35,8.849,5.047,2.098,-1.1272,-0.2961,-0.0599
2023-02-10,1501,37.29,5.54,0,33.151,26.048,21.1,15.997,12.5,8.649,5.011,2.296,-1.1098,-0.2184,0.1466
2023-02-11,1502,36.386,6.44,0,32.046,25.852,20.233,15.793,12.039,8.361,5.142,1.919,-1.0649,-0.2083,0.0757
2023-02-12,1503,38.337,6.0,0,33.695,27.207,21.328,16.736,12.34,9.158,5.442,2.086,-1.1474,-0.2692,0.0144
2023-02-13,1504,37.351,8.69,0,33.127,26.451,20.624,16.276,12.659,8.167,4.975,1.931,-0.774,-0.1568,0.1588
2023-02-14,1505,38.097,3.59,0,33.771,27.183,21.128,16.563,12.548,9.041,4.926,2.444,-1.5106,-0.3456,-0.0131
2023-02-15,1506,37.28,8.77,0,33.089,26.622,21.001,16.264,12.943,8.652,4.774,2.266,-0.6126,-0.0921,0.1484
2023-02-16,1507,37.35,6.63,0,33.055,26.853,20.448,16.181,12.695,8.763,4.711,1.989,-1.053,-0.2401,0.024
2023-02-17,1508,37.765,7.83,0,33.613,26.862,21.168,16.596,12.393,8.671,4.742,2.143,-0.9341,-0.1694,0.1126
2023-02-18,1509,37.941,4.82,0,33.841,26.942,21.064,16.745,13.043,9.11,4.678,2.024,-1.3561,-0.2841,0.0607
2023-02-19,1510,37.887,8.62,0,33.312,26.808,21.092,16.195,12.556,8.897,5.282,2.242,-0.689,-0.0978,0.1262
2023-02-20,1511,38.274,9.13,0,34.097,27.617,21.389,16.597,13.047,8.566,5.29,2.413,-0.7227,-0.0531,0.1459
2023-02-21,1512,38.431,7.83,0,34.051,27.374,21.22,17.045,13.247,8.854,5.144,2.268,-0.8936,-0.2073,0.0662
2023-02-22,1513,38.912,6.93,0,34.308,27.559,21.477,17.121,13.315,9.43,5.021,2.461,-0.8852,-0.1193,0.0793
2023-02-23,1514,38.443,11.36,0,33.982,27.582,21.866,16.709,12.628,9.01,5.016,2.355,-0.3311,0.0893,0.1603
2023-02-24,1515,38.587,9.91,0,33.957,27.143,21.819,17.051,12.755,9.149,5.386,2.49,-0.5333,-0.0565,0.1949
2023-02-25,1516,38.356,7.02,0,33.744,27.286,21.401,16.786,12.919,9.255,5.317,2.325,-0.9519,-0.0979,0.1036
2023-02-26,1517,38.46,7.76,0,33.976,27.363,21.644,16.735,12.966,9.235,5.162,2.591,-0.756,-0.2398,0.0565
2023-02-27,1518,38.143,8.69,0,33.999,26.788,21.31,17.032,13.091,8.927,4.747,2.552,-0.66,-0.1284,0.183
2023-02-28,1519,38.354,7.42,0,33.943,27.167,21.65,16.835,12.878,8.977,5.236,2.42,-0.9082,-0.1658,0.1383
2023-03-01,1520,38.954,5.88,0,34.295,27.529,21.9,16.8,12.735,9.145,5.318,2.483,-1.0735,-0.2692,0.0978
2023-03-02,1521,38.712,9.28,0,34.199,27.701,22.003,16.725,12.775,9.408,5.456,2.079,-0.6245,-0.0821,-0.0075
2023-03-03,1522,39.292,6.53,0,35.082,27.77,21.91,17.179,13.298,9.466,5.222,2.417,-0.9923,-0.18,0.0834
2023-03-04,1523,39.051,13.63,0,34.488,27.936,22.163,16.789,13.09,9.685,5.329,2.272,0.0477,0.1394,0.1586
2023-03-05,1524,38.906,9.27,0,34.699,27.614,21.636,17.045,13.306,8.936,5.234,2.747,-0.618,0.0153,0.1143
2023-03-06,1525,38.193,10.44,0,33.95,27.015,21.473,16.864,13.01,9.289,5.258,2.35,-0.438,-0.0186,0.1818
2023-03-07,1526,38.688,10.97,0,34.116,27.653,21.722,16.716,13.09,9.186,4.682,2.431,-0.2789,-0.0491,0.1898
2023-03-08,1527,38.252,7.87,0,33.829,27.388,21.426,17.086,12.955,9.075,5.201,1.914,-0.7868,-0.1531,0.1327
2023-03-09,1528,38.363,12.76,0,33.917,27.122,21.879,16.217,12.739,8.845,5.3,2.18,-0.1094,0.0942,0.2634
2023-03-10,1529,38.695,10.6,0,34.74,27.624,21.862,16.959,13.14,9.239,5.597,2.409,-0.3235,-0.0506,0.0514
2023-03-11,1530,38.703,13.07,0,34.315,27.379,21.819,16.507,13.054,9.085,5.368,2.478,-0.0007,0.2908,0.1392
2023-03-12,1531,38.464,9.83,0,34.336,27.27,21.913,16.967,13.424,9.068,5.065,2.62,-0.481,-0.0334,0.0289
2023-03-13,1532,38.053,10.35,0,33.759,27.366,21.221,16.693,12.804,9.273,5.342,2.276,-0.386,0.0485,0.1394
2023-03-14,1533,38.69,13.97,0,34.684,27.446,21.621,16.809,13.111,9.222,5.524,2.293,-0.0261,0.2401,0.2472
2023-03-15,1534,38.82,13.65,0,34.477,27.796,21.883,17.18,12.984,8.878,5.333,2.634,0.1023,0.1655,0.219
2023-03-16,1535,38.941,11.47,0,34.721,27.859,21.807,16.873,13.231,8.864,5.558,2.7,-0.2407,0.112,0.2049
2023-03-17,1536,39.604,12.47,0,35.013,28.421,22.241,17.268,13.343,9.571,5.234,2.277,-0.0808,0.1566,0.245
2023-03-18,1537,38.51,10.66,0,34.258,26.973,21.696,17.025,12.941,9.195,5.227,2.124,-0.4177,0.009,0.1046
2023-03-19,1538,38.674,11.61,0,34.494,27.882,21.705,16.681,13.262,9.421,5.404,2.547,-0.3098,0.0486,0.163
2023-03-20,1539,38.386,12.64,0,34.225,26.9,21.818,16.885,12.65,9.124,5.318,2.254,-0.1161,0.1073,0.1913
2023-03-21,1540,39.209,10.65,0,35.076,28.377,22.216,17.149,12.592,8.952,5.281,2.405,-0.3659,0.062,0.1042
2023-03-22,1541,38.627,12.26,0,34.325,27.597,21.928,17.123,13.421,8.966,5.444,2.29,-0.0966,0.099,0.2798
2023-03-23,1542,37.846,12.5,0,33.736,26.957,21.445,16.479,12.872,8.975,5.266,2.129,-0.1642,0.0984,0.2445
2023-03-24,1543,38.262,12.34,0,33.908,27.305,21.653,16.95,12.553,8.919,5.609,2.562,-0.1851,0.0929,0.2393
2023-03-25,1544,38.768,11.9,0,34.575,27.703,21.813,17.324,13.26,9.385,5.491,2.484,-0.159,0.1412,0.2492
2023-03-26,1545,38.18,15.0,0,33.862,26.906,21.656,16.526,12.977,9.258,5.317,2.592,0.2018,0.2441,0.298
2023-03-27,1546,38.531,17.15,0,34.47,27.375,21.53,17.273,12.785,9.319,5.311,2.411,0.5016,0.282,0.307
2023-03-28,1547,37.347,12.8,0,33.335,26.62,21.408,16.427,12.907,9.025,5.127,2.081,-0.1081,0.0974,0.1689
2023-03-29,1548,38.466,11.72,0,34.415,27.307,21.399,17.131,12.844,9.211,4.973,2.748,-0.1828,0.0126,0.2158
2023-03-30,1549,38.598,16.66,0,34.329,27.351,21.744,16.995,13.182,8.637,4.685,2.427,0.5654,0.315,0.3242
2023-03-31,1550,38.31,13.37,0,34.053,27.183,21.545,16.643,13.01,8.853,5.432,2.214,0.0804,0.2521,0.2455
2023-04-01,1551,37.685,14.96,0,33.068,26.877,21.696,16.435,12.588,8.966,5.446,2.117,0.2995,0.1694,0.2168
2023-04-02,1552,37.848,13.71,0,33.822,26.865,20.909,16.547,13.099,8.923,5.811,2.474,0.0771,0.2676,0.2532
2023-04-03,1553,37.651,17.07,0,33.27,26.939,20.779,16.164,12.724,8.854,4.859,2.763,0.5378,0.3129,0.2923
2023-04-04,1554,37.516,13.36,0,33.659,26.651,20.992,15.858,12.447,8.894,5.145,2.319,-0.0238,0.179,0.2367
2023-04-05,1555,37.79,11.98,0,33.81,27.182,21.516,16.412,12.904,8.765,5.18,2.308,-0.2537,0.0483,0.186
2023-04-06,1556,37.805,16.11,0,33.303,26.789,20.932,16.445,12.575,9.186,5.548,2.474,0.4365,0.2681,0.213
2023-04-07,1557,37.857,15.48,0,33.64,27.156,21.05,16.634,12.816,8.889,5.08,2.402,0.3053,0.2727,0.3385
2023-04-08,1558,37.577,14.97,0,33.557,26.956,21.204,16.001,12.436,9.169,4.96,2.285,0.3784,0.2378,0.2373
2023-04-09,1559,36.585,14.75,0,32.274,25.909,20.492,16.003,12.384,8.414,4.794,2.515,0.2371,0.2465,0.3089
2023-04-10,1560,37.432,18.39,0,33.38,26.258,21.214,16.219,12.53,9.11,5.3,2.36,0.7487,0.4168,0.3004
2023-04-11,1561,36.744,18.96,0,32.304,25.91,21.012,15.992,12.548,8.61,5.163,2.575,0.7943,0.3955,0.3121
2023-04-12,1562,37.311,17.92,0,33.543,26.582,20.907,16.282,12.587,9.085,5.125,2.338,0.6815,0.4964,0.3292
2023-04-13,1563,37.582,15.47,0,33.291,26.795,20.929,16.353,12.496,9.028,5.54,2.646,0.4034,0.2521,0.2653
2023-04-14,1564,37.041,16.58,0,32.838,26.436,21.011,16.244,12.221,8.472,4.954,2.428,0.3954,0.262,0.356
2023-04-15,1565,37.322,18.33,0,32.899,26.647,20.843,16.246,12.127,9.118,5.41,2.447,0.7545,0.4145,0.2257
2023-04-16,1566,36.412,20.32,0,32.221,26.248,20.421,15.825,12.115,8.724,4.707,1.873,1.0092,0.4882,0.3942
2023-04-17,1567,37.183,17.28,0,33.166,26.643,20.84,15.997,12.514,9.147,5.307,2.333,0.5905,0.4166,0.2159
2023-04-18,1568,36.781,15.31,0,32.85,26.376,21.082,16.067,12.636,8.933,5.065,2.469,0.1827,0.3101,0.2886
2023-04-19,1569,36.575,18.14,0,32.382,25.977,20.78,15.95,12.277,8.299,5.193,2.365,0.7656,0.4197,0.2579
2023-04-20,1570,36.302,18.4,0,32.09,25.739,20.176,15.861,11.962,8.638,5.08,2.454,0.7901,0.359,0.4177
2023-04-21,1571,36.283,21.64,0,32.413,25.803,20.506,15.769,12.596,8.442,5.46,2.156,1.2188,0.5373,0.3307
2023-04-22,1572,37.209,20.43,0,33.077,26.781,21.11,16.247,12.53,8.834,5.062,2.451,1.0583,0.5182,0.3763
2023-04-23,1573,36.147,17.32,0,31.9,25.971,20.319,15.963,12.155,8.313,4.781,2.306,0.5664,0.3691,0.243
2023-04-24,1574,35.594,23.91,0,31.429,25.546,19.763,15.453,11.956,8.543,5.027,2.14,1.5872,0.629,0.435
